717629,1,344028,,2,01/01/2022,01/31/2022,05/19/2022,N,Y,O,11501,4,05/18/2022,N,05/18/2022,,05/16/2022
717969,4,180078,,1,10/01/2021,11/30/2021,05/26/2022,N,N,O,05901,4,05/25/2022,F,,,05/03/2022
719460,2,520210,,1,10/01/2021,12/31/2021,06/20/2022,N,N,O,06001,4,06/14/2022,F,,,06/09/2022
719475,4,063037,,1,10/08/2021,12/31/2021,06/21/2022,Y,N,O,04011,4,06/17/2022,F,,,05/26/2022
721379,2,340123,,1,10/01/2021,12/31/2021,07/22/2022,N,N,O,11501,4,07/12/2022,F,,,07/11/2022
721615,3,294016,,2,11/30/2021,12/31/2021,07/22/2022,N,N,O,01011,4,07/15/2022,L,07/15/2022,,04/20/2022
722316,9,341307,,1,10/01/2021,12/31/2021,08/02/2022,N,N,O,11501,4,08/01/2022,F,,,07/29/2022
722751,3,524042,,2,11/22/2021,12/31/2021,08/12/2022,Y,N,O,06001,4,08/02/2022,L,08/11/2022,,05/26/2022
724025,1,360081,,1,01/01/2022,02/28/2022,09/16/2022,N,N,O,15201,4,08/31/2022,F,,,08/29/2022
724351,1,360262,,1,01/01/2022,02/28/2022,09/16/2022,N,N,O,15201,4,08/30/2022,F,,,08/29/2022
724417,4,113035,,2,11/17/2021,02/28/2022,09/16/2022,N,N,O,10001,4,09/12/2022,F,09/15/2022,,07/27/2022
725037,7,430083,,2,10/01/2021,11/23/2021,09/26/2022,N,Y,O,04011,4,09/23/2022,F,09/23/2022,,07/28/2022
725412,2,140058,,1,10/01/2021,04/25/2022,09/29/2022,N,N,O,06101,4,09/22/2022,F,,,09/22/2022
726030,6,033043,,1,02/03/2022,03/31/2022,10/17/2022,N,N,O,03001,4,10/05/2022,F,,,09/01/2022
726763,4,403025,,2,01/01/2022,05/31/2022,10/27/2022,N,N,O,09001,4,10/26/2022,F,11/21/2022,,09/30/2022
730294,7,320058,,2,10/01/2021,02/01/2022,11/18/2022,N,Y,O,04011,4,11/16/2022,F,11/22/2022,,08/03/2022
730295,7,320070,,2,10/01/2021,02/15/2022,11/18/2022,N,Y,O,04011,4,11/17/2022,F,11/21/2022,,08/01/2022
730319,6,713029,,2,02/18/2022,03/31/2022,11/18/2022,Y,N,O,07001,4,11/16/2022,F,11/22/2022,,09/01/2022
730531,4,060044,,1,11/01/2021,04/30/2022,11/28/2022,N,N,O,04011,4,11/23/2022,F,,,11/15/2022
730689,4,030137,,1,01/01/2022,06/29/2022,12/01/2022,N,N,O,03001,4,11/29/2022,F,,,11/23/2022
730690,5,033034,,1,01/01/2022,07/31/2022,12/01/2022,N,N,O,10001,4,11/30/2022,F,,,11/29/2022
730822,4,183027,,1,01/01/2022,07/31/2022,12/01/2022,N,N,O,10001,4,11/30/2022,F,,,11/29/2022
730862,2,373303,,2,11/10/2021,06/30/2022,12/01/2022,Y,N,O,04011,4,11/23/2022,N,12/13/2022,,10/14/2022
730969,4,033025,,1,01/01/2022,07/31/2022,12/02/2022,N,N,O,10001,4,11/30/2022,F,,,11/29/2022
731049,4,033029,,1,01/01/2022,07/31/2022,12/05/2022,N,N,O,03001,4,11/30/2022,F,,,11/29/2022
731192,4,453059,,1,01/01/2022,07/31/2022,12/06/2022,N,N,O,10001,4,12/01/2022,F,,,11/29/2022
731194,10,490045,,1,01/01/2022,06/30/2022,12/06/2022,N,N,O,11301,4,12/01/2022,F,,,11/29/2022
731198,10,490144,,1,01/01/2022,06/30/2022,12/06/2022,N,N,O,11301,4,12/01/2022,F,,,11/29/2022
731199,4,513027,,1,01/01/2022,07/31/2022,12/06/2022,N,N,O,10001,4,12/01/2022,F,,,11/29/2022
731979,4,673034,,1,01/01/2022,07/31/2022,12/09/2022,N,N,O,04011,4,12/08/2022,F,,,11/29/2022
732016,2,110030,,1,10/01/2021,06/30/2022,12/12/2022,N,N,O,05901,4,12/08/2022,F,,,11/22/2022
732529,2,240063,,1,01/01/2022,06/30/2022,12/14/2022,N,N,O,06201,4,12/07/2022,F,,,11/30/2022
732829,2,050438,,1,01/01/2022,06/30/2022,12/16/2022,N,N,O,01011,4,12/14/2022,F,,,11/30/2022
733019,5,034039,,2,10/21/2021,03/31/2022,12/19/2022,N,N,O,03001,4,12/16/2022,L,12/16/2022,,09/08/2022
733234,2,180078,,1,12/01/2021,06/30/2022,12/20/2022,N,N,O,05901,4,12/19/2022,F,,,11/25/2022
734041,2,230239,,1,01/01/2022,06/30/2022,12/23/2022,N,N,O,08001,4,12/21/2022,F,,,11/30/2022
734053,2,240059,,1,01/01/2022,07/31/2022,12/23/2022,N,N,O,06201,4,12/21/2022,F,,,12/14/2022
734301,2,390336,,1,01/24/2022,06/30/2022,12/27/2022,Y,N,O,12001,4,12/22/2022,F,,,12/01/2022
734549,10,490019,,1,01/01/2022,06/30/2022,12/28/2022,N,N,O,11301,4,12/22/2022,F,,,12/22/2022
735073,3,101993,,2,10/01/2021,11/30/2021,01/17/2023,N,Y,J,10001,4,12/30/2022,N,12/30/2022,,12/27/2022
735178,5,313035,,1,01/01/2022,08/31/2022,01/17/2023,N,N,O,10001,4,01/03/2023,F,,,12/30/2022
735197,2,450187,,1,01/01/2022,04/20/2022,01/17/2023,N,N,O,04011,4,01/03/2023,F,,,12/13/2022
735495,2,170175,,1,05/01/2022,06/30/2022,01/17/2023,N,N,O,05901,4,01/09/2023,F,,,01/04/2023
735699,4,170175,,1,03/01/2022,04/30/2022,01/17/2023,N,N,O,05901,4,01/11/2023,F,,,01/09/2023
735715,2,340075,,1,01/01/2022,06/30/2022,01/17/2023,N,N,O,11501,4,01/13/2023,F,,,01/12/2023
735758,10,014012,,2,10/01/2021,09/30/2022,01/18/2023,N,N,O,10001,4,01/12/2023,F,01/17/2023,,12/22/2022
735865,2,060044,,1,05/01/2022,06/30/2022,01/20/2023,N,N,O,04011,4,01/19/2023,F,,,01/04/2023
736324,5,452111,,1,12/01/2021,11/30/2022,01/31/2023,N,N,O,04011,4,01/30/2023,F,,,01/23/2023
736428,5,050849,,2,01/01/2022,04/25/2022,02/02/2023,N,N,O,01011,4,02/01/2023,N,01/19/2023,,10/06/2022
736471,4,304001,,2,01/01/2022,06/07/2022,02/02/2023,N,N,O,14011,4,01/20/2023,L,02/02/2023,,11/29/2022
736894,11,241373,,1,10/01/2021,09/30/2022,02/09/2023,N,N,O,06201,4,02/07/2023,F,,,02/07/2023
736910,2,360009,,1,01/01/2022,12/31/2022,02/09/2023,N,N,O,15201,4,02/09/2023,F,,,02/01/2023
736988,2,514011,,2,10/01/2021,09/30/2022,02/10/2023,N,N,O,11401,4,02/09/2023,L,02/09/2023,,02/09/2023
737113,9,250018,,1,10/01/2021,09/30/2022,02/15/2023,N,N,O,07001,4,02/14/2023,F,,,02/10/2023
737170,2,330141,,1,01/01/2022,08/31/2022,02/16/2023,N,N,O,13001,4,02/08/2023,F,,,01/31/2023
737190,5,423033,,1,10/01/2021,09/30/2022,02/16/2023,N,N,O,11001,4,02/15/2023,F,,,02/14/2023
737350,9,014014,,2,10/01/2021,09/30/2022,02/21/2023,N,N,O,10001,4,02/20/2023,N,02/20/2023,,02/15/2023
737398,9,014017,,2,10/01/2021,09/30/2022,02/22/2023,N,N,O,10001,4,02/21/2023,F,02/21/2023,,02/15/2023
737430,2,301309,,1,10/01/2021,09/30/2022,02/22/2023,N,N,O,14011,4,02/21/2023,F,,,02/15/2023
737473,2,360147,,1,10/01/2021,09/30/2022,02/23/2023,N,N,O,15201,4,02/16/2023,F,,,02/13/2023
737578,2,491302,,1,10/01/2021,09/30/2022,02/24/2023,N,N,O,11301,4,02/23/2023,F,,,02/22/2023
737579,2,491304,,1,10/01/2021,09/30/2022,02/24/2023,N,N,O,11301,4,02/23/2023,F,,,02/23/2023
737637,13,450108,,1,10/01/2021,09/30/2022,02/27/2023,N,N,O,04011,4,02/24/2023,F,,,02/22/2023
737640,11,450369,,1,10/01/2021,09/30/2022,02/27/2023,N,N,O,04011,4,02/24/2023,F,,,02/22/2023
737650,10,013301,,1,10/01/2021,09/30/2022,02/28/2023,N,N,O,10001,4,02/27/2023,F,,,02/24/2023
737677,2,250104,,1,10/01/2021,09/30/2022,02/28/2023,N,N,O,07001,4,02/23/2023,F,,,02/17/2023
737691,9,341315,,1,10/01/2021,09/30/2022,02/28/2023,N,N,O,11501,4,02/27/2023,F,,,02/24/2023
737700,2,421303,,1,10/01/2021,09/30/2022,02/28/2023,N,N,O,11001,4,02/27/2023,F,,,02/24/2023
737720,9,011300,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,10001,4,02/28/2023,F,,,02/28/2023
737743,9,111303,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,10001,4,02/28/2023,F,,,02/28/2023
737744,9,111313,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,10001,4,02/28/2023,F,,,02/28/2023
737774,1,170075,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,05001,4,02/27/2023,F,,,02/10/2023
737796,9,250036,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,07001,4,02/28/2023,F,,,02/24/2023
737820,2,371301,,1,10/01/2021,09/30/2022,03/01/2023,N,N,O,04011,4,02/28/2023,F,,,02/24/2023
737878,2,170086,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,05001,4,03/01/2023,F,,,02/17/2023
737883,8,180027,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,15101,4,02/24/2023,F,,,02/24/2023
737885,2,180149,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,15101,4,02/28/2023,F,,,02/24/2023
737899,9,251324,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,07001,4,03/01/2023,F,,,02/27/2023
737901,9,251334,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,07001,4,03/01/2023,F,,,02/27/2023
737902,5,263033,,1,01/01/2022,08/15/2022,03/02/2023,N,N,O,05001,4,02/28/2023,F,,,02/01/2023
737911,11,341327,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,11501,4,02/28/2023,F,,,02/28/2023
737914,2,360090,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,15201,4,02/27/2023,F,,,02/27/2023
737926,2,422008,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,11001,4,02/28/2023,F,,,02/28/2023
737935,2,470012,,5,10/01/2021,09/30/2022,03/02/2023,N,N,O,14011,4,02/28/2023,F,,,02/21/2023
737942,2,520008,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,06001,4,02/22/2023,F,,,02/21/2023
737943,2,520062,,1,10/01/2021,09/30/2022,03/02/2023,N,N,O,06001,4,02/22/2023,F,,,02/21/2023
737956,2,060054,,1,01/01/2022,12/31/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/02/2023
737962,2,100030,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,02/27/2023,F,,,02/23/2023
737964,2,100051,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,02/28/2023,F,,,02/23/2023
737965,9,100087,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,02/28/2023,F,,,02/24/2023
737972,2,100302,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,03/02/2023,F,,,02/23/2023
737973,2,100315,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,03/02/2023,F,,,02/23/2023
737977,11,100330,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,03/01/2023,F,,,02/27/2023
737978,9,100359,,1,11/22/2021,09/30/2022,03/03/2023,Y,N,O,09001,4,03/02/2023,F,,,02/24/2023
737981,11,131315,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,02001,4,02/28/2023,F,,,02/10/2023
737982,9,131318,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,02001,4,02/28/2023,F,,,02/22/2023
737984,9,131322,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,02001,4,02/28/2023,F,,,02/24/2023
737986,1,141337,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,06101,4,02/28/2023,F,,,02/27/2023
738001,9,250058,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,07001,4,03/02/2023,F,,,02/22/2023
738014,2,420015,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,11001,4,03/02/2023,F,,,02/28/2023
738020,2,422006,,5,10/01/2021,09/30/2022,03/03/2023,N,N,O,11001,4,03/02/2023,F,,,02/28/2023
738028,4,441301,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,10001,4,03/01/2023,F,,,03/01/2023
738029,1,450152,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,09001,4,03/02/2023,F,,,02/24/2023
738035,11,451343,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738036,4,451347,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738037,11,451350,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738038,8,451353,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738039,11,451359,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738040,9,451362,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/27/2023
738041,5,452106,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,04011,4,03/02/2023,F,,,02/23/2023
738045,2,493036,,1,10/01/2021,09/30/2022,03/03/2023,N,N,O,11301,4,03/02/2023,F,,,02/28/2023
